,Latin word,Enlish word,Definition
308,atra,black,"{'Noun': ['the quality or state of the achromatic color of least lightness (bearing the least resemblance to white', 'total absence of light', 'British chemist who identified carbon dioxide and who formulated the concepts of specific heat and latent heat (1728-1799', ""popular child actress of the 1930's (born in 1928"", '(board games', 'black clothing (worn as a sign of mourning'], 'Verb': ['make or become black'], 'Adjective': ['being of the achromatic color of maximum darkness; having little or no hue owing to absorption of almost all incident light', 'of or belonging to a racial group especially of sub-Saharan African origin', 'marked by anger or resentment or hostility', 'offering little or no hope', 'stemming from evil characteristics or forces; wicked or dishonorable', '(of events', '(of the face', 'extremely dark', 'harshly ironic or sinister', '(of intelligence operations', 'distributed or sold illicitly', '(used of conduct or character', '(of coffee', 'soiled with dirt or soot']}"
309,repostus,replaced,"{'Verb': ['substitute a person or thing for (another that is broken or inefficient or lost or no longer working or yielding what is expected', 'take the place or move into the position of', 'put something back where it belongs', 'put in the place of another; switch seemingly equivalent items']}"
310,ferum,fiery,"{'Adjective': ['characterized by intense emotion', 'like or suggestive of fire', 'very intense']}"
311,victique,victim,"{'Noun': ['an unfortunate person who suffers from some adverse circumstance', 'a person who is tricked or swindled']}"
312,arguerior,arguerior,
313,lucto,rupture,"{'Noun': ['state of being torn or burst open', 'a personal or social separation (as between opposing factions', 'the act of making a sudden noisy break'], 'Verb': ['separate or cause to separate abruptly']}"
314,arcanaquus,arcanaquus,
315,frustra,in vain,
316,madentio,moisten,"{'Verb': ['make moist', 'moisten with fine drops']}"
317,rependo,repay,"{'Verb': ['pay back', 'make repayment for or return something', ""act or give recompense in recognition of someone's behavior or actions"", 'answer back']}"
318,geniumo,geniumo,
319,radius,radius,"{'Noun': ['the length of a line segment between the center and circumference of a circle or sphere', 'a straight line from the center to the perimeter of a circle (or from the center to the surface of a sphere', 'a circular region whose area is indicated by the length of its radius', 'the outer and slightly shorter of the two bones of the human forearm', 'support consisting of a radial member of a wheel joining the hub to the rim']}"
320,sonuo,ring,"{'Noun': ['a characteristic sound', 'a toroidal shape', 'a rigid circular band of metal or wood or other material used for holding or fastening or hanging or pulling', '(chemistry', 'an association of criminals', 'the sound of a bell ringing', 'a platform usually marked off by ropes in which contestants box or wrestle', 'jewelry consisting of a circlet of precious metal (often set with jewels', 'a strip of material attached to the leg of a bird to identify it (as in studies of bird migration'], 'Verb': ['sound loudly and sonorously', 'ring or echo with sound', 'make (bells', 'get or try to get into communication (with someone', 'extend on all sides of simultaneously; encircle', 'attach a ring to the foot of, in order to identify']}"
321,amens,mad,"{'Adjective': ['roused to anger', 'affected with madness or insanity', 'marked by uncontrolled excitement or emotion', 'very foolish']}"
322,refundo,flow,"{'Noun': ['the motion characteristic of fluids (liquids or gases', 'the amount of fluid that flows in a given time', 'the act of flowing or streaming; continuous progression', 'any uninterrupted stream or discharge', 'something that resembles a flowing stream in moving continuously', 'dominant course (suggestive of running water', 'the monthly discharge of blood from the uterus of nonpregnant women from puberty to menopause'], 'Verb': ['move or progress freely as if in a stream', 'move along, of liquids', 'cause to flow', 'be abundantly present', 'fall or flow in a certain way', 'cover or swamp with water', 'undergo menstruation']}"
323,volutant,down,"{'Noun': ['soft fine feathers', '(American football', ""English physician who first described Down's syndrome (1828-1896"", '(usually plural', 'fine soft dense hair (as the fine short hair of cattle or deer or the wool of sheep or the undercoat of certain dogs'], 'Verb': ['drink down entirely', 'eat up completely, as with great appetite', 'bring down or defeat (an opponent', 'shoot at and force to come down', 'cause to come or go down', 'improve or perfect by pruning or polishing'], 'Adjective': ['being or moving lower in position or less in some value', 'extending or moving from a higher to a lower place', 'becoming progressively lower', 'being put out by a strikeout', 'understood perfectly', 'lower than previously', 'not functioning (temporarily or permanently', 'filled with melancholy and despondency'], 'Adverb': ['spatially or metaphorically from a higher to a lower level or position', 'away from a more central or a more northerly place', 'paid in cash at time of purchase', 'from an earlier time', 'to a lower intensity', 'in an inactive or inoperative state']}"
324,fumeus,smoky,"{'Adjective': ['marked by or emitting or filled with smoke', 'tasting of smoke']}"
325,elusus,played,"{'Verb': ['participate in games or sport', 'act or have an effect in a specified way or with a specific effect or outcome', 'play on an instrument', 'play a role or part', 'be at play; be engaged in playful activity; amuse oneself in a way characteristic of children', 'replay (as a melody', 'perform music on (a musical instrument', 'pretend to have certain qualities or state of mind', 'move or seem to move quickly, lightly, or irregularly', 'bet or wager (money', 'engage in recreational activities rather than work; occupy oneself in a diversion', 'pretend to be somebody in the framework of a game or playful activity', 'emit recorded sound', 'perform on a certain location', 'put (a card or piece', 'engage in an activity as if it were a game rather than take it seriously', 'behave in a certain way', 'cause to emit recorded audio or video', ""manipulate manually or in one's mind or imagination"", ""use to one's advantage"", 'consider not very seriously', 'be received or accepted or interpreted in a specific way', 'behave carelessly or indifferently', 'cause to move or operate freely within a bounded space', 'perform on a stage or theater', 'be performed or presented for public viewing', 'cause to happen or to occur as a consequence', 'discharge or direct or be discharged or directed as if in a continuous stream', 'make bets', 'stake on the outcome of an issue', 'shoot or hit in a particular manner', 'use or move', 'employ in a game or in a specific position', 'contend against an opponent in a sport, game, or battle', 'exhaust by allowing to pull on the line'], 'Adjective': ['(of games']}"
326,seqluo,seqluo,
327,variusque,variusque,
328,ady,ady,
329,tartareus,tartareus,
330,fundo,extend,"{'Verb': ['extend in scope or range or area', 'stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point', 'span an interval of distance, space or time', 'make available; provide', 'thrust or extend out', 'reach outward in space', 'offer verbally', ""extend one's limbs or muscles, or the entire body"", 'expand the influence of', 'lengthen in time; cause to be or last longer', 'extend or stretch out to a greater or the full length', 'cause to move at full gallop', 'open or straighten out; unbend', 'use to the utmost; exert vigorously or to full capacity', 'prolong the time allowed for payment of', 'continue or extend', 'increase in quantity or bulk by adding a cheaper substance']}"
331,aciesque,aciesque,
332,valeant,valeant,
333,iuveris,iuveris,
334,intexsum,intextum,
335,subego,submit,"{'Verb': ['refer for judgment or consideration', 'put before', 'yield to the control of another', 'hand over formally', 'refer to another person for decision or judgment', ""yield to another's wish or opinion"", 'accept or undergo, often unwillingly', 'make an application as for a job or funding', 'make over as a return', 'accept as inevitable']}"
336,pernicus,hamper,"{'Noun': ['a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner', 'a basket usually with a cover'], 'Verb': ['prevent the progress or free movement of', 'put at a disadvantage']}"
337,velatum,velatum,
338,metallum,metal,"{'Noun': ['any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.', 'a mixture containing two or more metallic elements or metallic and nonmetallic elements usually fused together or dissolving into each other when molten'], 'Verb': ['cover with metal'], 'Adjective': ['containing or made of or resembling or characteristic of a metal']}"
339,calefacio,heat,"{'Noun': ['a form of energy that is transferred by a difference in temperature', 'the presence of heat', 'the sensation caused by heat energy', 'the trait of being intensely emotional', 'applies to nonhuman mammals: a state or period of heightened sexual arousal and activity', 'a preliminary race in which the winner advances to a more important race', 'utility to warm a building'], 'Verb': ['make hot or hotter', 'provide with heat', 'arouse or excite feelings and passions', 'gain heat or get hot']}"
340,flammus,flame,"{'Noun': ['the process of combustion of inflammable materials producing heat and light and (often'], 'Verb': ['shine with a sudden light', 'be in flames or aflame', 'criticize harshly, usually via an electronic medium']}"
341,spumo,foam,"{'Noun': ['a mass of small bubbles formed in or on a liquid', 'a lightweight material in cellular form; made by introducing gas bubbles during manufacture'], 'Verb': ['become bubbly or frothy or foaming']}"
342,prodigium,portent,{'Noun': ['a sign of something about to happen']}
343,modusque,mode,"{'Noun': ['how something is done or how it happens', 'a particular functioning condition or arrangement', 'a classification of propositions on the basis of whether they claim necessity or possibility or impossibility', 'verb inflections that express how the action or state is conceived by the speaker', 'any of various fixed orders of the various diatonic notes within an octave', 'the most frequent value of a random variable']}"
344,nivali,nivali,
345,concredior,write,"{'Verb': ['produce a literary work', 'communicate or express by writing', 'communicate (with', 'write music', 'mark or trace on a surface', 'record data on a computer', 'write or name the letters that comprise the conventionally accepted form of (a word or part of a word', 'create code, write a computer program']}"
346,revinxit,revinxit,
347,ianiculum,lanic,
348,peccatum,sin,"{'Noun': ['estrangement from god', ""an act that is regarded by theologians as a transgression of God's will"", 'ratio of the length of the side opposite the given angle to the length of the hypotenuse of a right-angled triangle', '(Akkadian', 'the 21st letter of the Hebrew alphabet'], 'Verb': ['commit a sin; violate a law of God or a moral law', 'commit a faux pas or a fault or make a serious mistake']}"
349,omenque,omenque,
350,resigno,repeal,"{'Noun': ['the act of abrogating; an official or legal cancellation'], 'Verb': ['cancel officially']}"
351,praecipuus,chiefly,{'Adverb': ['for the most part']}
352,consurgo,rise,"{'Noun': ['a growth in strength or number or importance', 'the act of changing location in an upward direction', 'an upward slope or grade (as in a road', 'a movement upward', 'the amount a salary is increased', 'the property possessed by a slope or surface that rises', 'a wave that lifts the surface of the water or ground', '(theology', 'an increase in cost', 'increase in price or value'], 'Verb': ['move upward', 'increase in value or to a higher point', ""rise to one's feet"", 'rise up', 'come to the surface', 'come into existence; take on form or shape', 'move to a better position in life or to a better job', 'go up or advance', 'become more extreme', 'get up and out of bed', 'rise in rank or status', 'become heartened or elated', 'exert oneself to meet a challenge', 'take part in a rebellion; renounce a former allegiance', 'increase in volume', 'come up, of celestial bodies', 'return from the dead']}"
353,detrudo,thrust aside,
354,beflo,BEFLO,
355,puppa,puff,"{'Noun': ['a short light gust of air', 'a light inflated pastry or puff shell', 'exaggerated praise (as for promotional purposes', 'bedding made of two layers of cloth filled with stuffing and stitched together', 'a soft spherical object made from fluffy fibers; for applying powder to the skin', 'thick cushion used as a seat', 'a slow inhalation (as of tobacco smoke', 'forceful exhalation through the nose or mouth'], 'Verb': ['smoke and exhale strongly', 'suck in or take (air', 'breathe noisily, as when one is exhausted', 'make proud or conceited', 'praise extravagantly', 'speak in a blustering or scornful manner', 'to swell or cause to enlarge', 'blow hard and loudly'], 'Adjective': ['gathered for protruding fullness']}"
356,paeonia,Paeonia,{'Noun': ['peonies: herbaceous or shrubby plants having showy flowers']}
357,fumoque,fumoque,
358,obsum,be taken,
359,infrendo,gnash the grain,
360,nepo,nepo,
361,tanton,tanton,
362,veterrima,OLDERRIMA,
363,impeno,impose,"{'Verb': ['compel to behave in a certain way', 'impose something unpleasant', 'impose and collect']}"
364,divorum,of the gods,
365,spatiumque,space,"{'Noun': ['the unlimited expanse in which everything is located', 'an empty area (usually bounded in some way between things', 'an area reserved for some particular purpose', ""any location outside the Earth's atmosphere"", 'a blank character used to separate successive words in writing or printing', 'the interval between two times', 'a blank area', 'one of the areas between or below or above the lines of a musical staff', '(printing'], 'Verb': ['place at intervals']}"
366,coor,coor,
367,crispo,curly,{'Adjective': ['(of hair']}
368,servantque,Servantque,
369,aegidaque,aegidaque,
370,obliviscere,forget,"{'Verb': ['dismiss from the mind; stop remembering', 'be unable to remember', 'forget to do something', 'leave behind unintentionally']}"
371,largus,large,"{'Noun': ['a garment size for a large person'], 'Adjective': ['above average in size or number or quantity or magnitude or extent', 'or large', 'fairly large or important in effect; influential', 'ostentatiously lofty in style', 'generous and understanding and tolerant', 'conspicuous in position or importance', 'having broad power and range and scope', 'in an advanced stage of pregnancy'], 'Adverb': ['at a distance, wide of something (as of a mark', 'with the wind abaft the beam', 'in a boastful manner']}"
372,magistro,teacher,"{'Noun': ['a person whose occupation is teaching', 'a personified abstraction that teaches']}"
373,convexa,convex,{'Adjective': ['curving or bulging outward']}
374,animosquus,animosquus,
375,caprea,caprea,
376,perago,finish,"{'Noun': ['a decorative texture or appearance of a surface (or the substance that gives it that appearance', 'the temporal end; the concluding time', 'a highly developed state of perfection; having a flawless or impeccable quality', 'the place designated as the end (as of a race or journey', 'designated event that concludes a contest (especially a race', 'the downfall of someone (as of persons on one side of a conflict', 'event whose occurrence ends something', '(wine tasting', 'as it is swallowed', 'the act of finishing'], 'Verb': ['come or bring to a finish or an end', 'finally be or do something', 'have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical', 'provide with a finish', ""finish eating all the food on one's plate or on the table"", 'cause to finish a relationship with somebody']}"
377,dator,giver,"{'Noun': ['someone who devotes himself completely', 'person who makes a gift of property']}"
378,praepingue,praepingue,
379,cristis,creste,
380,cono,cone,"{'Noun': ['any cone-shaped artifact', 'a shape whose base is a circle and whose sides taper up to a point', 'cone-shaped mass of ovule- or spore-bearing scales or bracts', 'a visual receptor cell in the retina that is sensitive to bright light and to color'], 'Verb': ['make cone-shaped']}"
381,sin,if,
382,volente,willing,"{'Noun': ['the act of making a choice'], 'Verb': ['decree or ordain', 'determine by choice', ""leave or give by will after one's death""], 'Adjective': ['disposed or inclined toward', 'not brought about by coercion or force']}"
383,haurio,draw,"{'Noun': ['a gully that is shallower than a ravine', 'an entertainer who attracts large audiences', 'the finish of a contest in which the score is tied and the winner is undecided', 'anything (straws or pebbles etc.', 'a playing card or cards dealt or taken from the pack', 'a golf shot that curves to the left for a right-handed golfer', '(American football', 'poker in which a player can discard cards and receive substitutes from the dealer', 'the act of drawing or hauling something'], 'Verb': ['cause to move by pulling', 'get or derive', 'make a mark or lines on a surface', 'make, formulate, or derive in the mind', 'bring, take, or pull out of a container or from under a cover', 'represent by making a drawing of, as with a pencil, chalk, etc. on a surface', 'take liquid out of a container or well', 'give a description of', 'select or take in from a given group or region', 'elicit responses, such as objections, criticism, applause, etc.', 'suck in or take (air', 'move or go steadily or gradually', 'remove (a commodity', 'a supply source', 'choose at random', 'earn or achieve a base by being walked by the pitcher', 'bring or lead someone to a certain action or condition', 'cause to flow', 'write a legal document or paper', 'engage in drawing', 'move or pull so as to cover or uncover something', 'allow a draft', 'require a specified depth for floating', 'pull (a person', 'cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense', 'take in, also metaphorically', 'direct toward itself or oneself by means of some psychological power or physical attributes', 'thread on or as if on a string', ""stretch back a bowstring (on an archer's bow"", 'pass over, across, or through', 'finish a game with an equal number of points, goals, etc.', 'contract', 'reduce the diameter of (a wire or metal rod', 'steep; pass through a strainer', 'remove the entrails of', 'flatten, stretch, or mold metal or glass, by rolling or by pulling it through a die or by stretching', 'cause to localize at one point']}"
384,quaesitor,investigator,"{'Noun': ['a scientist who devotes himself to doing research', 'someone who investigates', 'a police officer who investigates crimes']}"
385,hostemque,the enemy,
386,fitior,fitior,
387,sister,sister,"{'Noun': ['a female person who has the same parents as another person', '(Roman Catholic Church', 'and used as a form of address', 'a female person who is a fellow member of a sorority or labor union or other group']}"
388,reus,guilty,"{'Adjective': ['responsible for or chargeable with a reprehensible act', 'showing a sense of guilt']}"
389,mequor,mequor,
390,quadriiuga,quadriumuga,
391,mado,Mado,
392,cavae,hollow,"{'Noun': ['a cavity or space in something', 'a small valley between mountains', 'a depression hollowed out of solid matter'], 'Verb': ['remove the inner part or the core of', 'remove the interior of'], 'Adjective': ['not solid; having a space or gap or cavity', 'as if echoing in a hollow space', 'devoid of significance or force', 'lacking in substance or character']}"
393,turbinis,turbinis,
394,artifex,artist,{'Noun': ['a person whose creative work shows sensitivity and imagination']}
395,volvendis,volvendis,
396,acies,line,"{'Noun': ['a formation of people or things one beside another', 'a mark that is long relative to its width', 'a formation of people or things one behind another', 'a length (straight or curved', 'text consisting of a row of words written across a page or computer screen', 'a single frequency (or very narrow band', 'a fortified position (especially one marking the most forward position of troops', 'a course of reasoning aimed at demonstrating a truth or falsehood; the methodical process of logical reasoning', 'a conductor for transmitting electrical or optical signals or electric power', 'a connected series of events or actions or developments', 'a spatial location defined by a real or imaginary unidimensional extent', 'a slight depression or fold in the smoothness of a surface', 'a pipe used to transport liquids or gases', 'the road consisting of railroad track and roadbed', 'a telephone connection', 'acting in conformity', 'the descendants of one individual', 'something (as a cord or rope', 'the principal activity in your life that you do to earn money', 'in games or sports; a mark indicating positions or bounds of the playing area', '(often plural', 'a particular kind of product or merchandise', 'a commercial organization serving as a common carrier', 'space for one line of print (one column wide and 1/14 inch deep', 'the maximum credit that a customer is allowed', 'a succession of notes forming a distinctive sequence', 'persuasive but insincere talk that is usually intended to deceive or impress', 'a short personal letter', 'a conceptual separation or distinction', 'mechanical system in a factory whereby an article is conveyed through sites at which successive operations are performed on it'], 'Verb': ['be in line with; form a line along', 'cover the interior of', 'make a mark or lines on a surface', 'mark with lines', 'fill plentifully', 'reinforce with fabric']}"
397,ignavi,ignavi,
398,memus,memus,
399,agerquus,agerquus,
400,ruer,ruer,
401,comminus,close,"{'Noun': ['the temporal end; the concluding time', 'the last section of a communication', 'the concluding part of any performance'], 'Verb': ['move so that an opening or passage is obstructed; make shut', 'become closed', 'cease to operate or cause to cease operating', 'finish or terminate (meetings, speeches, etc.', 'come to a close', 'complete a business deal, negotiation, or an agreement', 'be priced or listed when trading stops', 'engage at close quarters', 'cause a window or an application to disappear on a computer desktop', ""change one's body stance so that the forward shoulder and foot are closer to the intended point of impact"", 'come together, as if in an embrace', 'draw near', 'bring together all the elements or parts of', 'bar access to', 'fill or stop up', 'unite or bring into contact or bring together the edges of', 'finish a game in baseball by protecting a lead'], 'Adjective': ['at or within a short distance in space or time or having elements near each other', 'close in relevance or relationship', 'not far distant in time or space or degree or circumstances', 'rigorously attentive; strict and thorough', 'marked by fidelity to an original', '(of a contest or contestants', 'crowded', 'lacking fresh air', 'of textiles', 'strictly confined or guarded', 'confined to specific persons', 'fitting closely but comfortably', 'used of hair or haircuts', 'giving or spending with reluctance', 'or near', 'inclined to secrecy or reticence about divulging information'], 'Adverb': ['near in time or place or relationship', 'in an attentive manner']}"
402,magoraquus,MAGORAQUUS,
403,sucus,juice,"{'Noun': ['the liquid part that can be extracted from plant or animal tissue by squeezing or cooking', 'energetic vitality', 'electric current', 'any of several liquids of the body']}"
404,nuto,nutor,
405,hostia,victim,"{'Noun': ['an unfortunate person who suffers from some adverse circumstance', 'a person who is tricked or swindled']}"
406,pugnaeque,pugnaeque,
407,fusiquus,fusiquus,
408,aggo,aggo,
409,imbella,weak,"{'Adjective': ['wanting in physical strength', 'overly diluted; thin and insipid', '(used of vowels or syllables', 'wanting in moral strength, courage, or will; having the attributes of man as opposed to e.g. divine beings', 'tending downward in price', 'deficient or lacking in some skill', 'lacking bodily or muscular strength or vitality', '(used of verbs', 'or regular', 'not having authority, political strength, or governing power', 'deficient in magnitude; barely perceptible; lacking clarity or brightness or loudness etc', 'likely to fail under stress or pressure', 'deficient in intelligence or mental power']}"
410,verticibus,vertices,"{'Noun': ['the point of intersection of lines or the point opposite the base of a figure', 'the highest point (of something']}"
411,hoso,hose,"{'Noun': ['socks and stockings and tights collectively (the British include underwear', ""man's close-fitting garment of the 16th and 17th centuries covering the legs and reaching up to the waist; worn with a doublet"", 'a flexible pipe for conveying a liquid or gas'], 'Verb': ['water with a hose']}"
412,nocero,nocero,
413,conspacio,catch,"{'Noun': ['a drawback or difficulty that is not readily evident', 'the quantity that was caught', 'a person regarded as a good matrimonial prospect', 'anything that is caught (especially if it is worth catching', 'a break or check in the voice (usually a sign of strong emotion', 'a restraint that checks the motion of something', 'a fastener that fastens or locks a door or window', 'a cooperative game in which a ball is passed back and forth', 'the act of catching an object with the hands', 'the act of apprehending (especially apprehending a criminal'], 'Verb': ['discover or come upon accidentally, suddenly, or unexpectedly; catch somebody doing something or in a certain state', 'perceive with the senses quickly, suddenly, or momentarily', 'reach with a blow or hit in a particular spot', 'take hold of so as to seize or restrain or stop the motion of', 'succeed in catching or seizing, especially after a chase', 'to hook or entangle', 'attract and fix', 'capture as if by hunting, snaring, or trapping', 'reach in time', 'get or regain something necessary, usually quickly or briefly', 'catch up with and possibly overtake', 'be struck or affected by', 'check oneself during an action', 'hear, usually without the knowledge of the speakers', 'see or watch', 'cause to become accidentally or suddenly caught, ensnared, or entangled', 'detect a blunder or misstep', 'grasp with the mind or develop an understanding of', 'contract', 'start burning', 'perceive by hearing', 'suffer from the receipt of', 'attract; cause to be enamored', 'apprehend and reproduce accurately', 'take in and retain', 'spread or be communicated', 'be the catcher', 'become aware of', 'delay or hold up; prevent from proceeding on schedule or as planned']}"
414,nobilitas,nobility,"{'Noun': ['a privileged class holding hereditary titles', 'the quality of elevation of mind and exaltation of character or ideals or conduct', 'the state of being of noble birth']}"
415,mutus,mute,"{'Noun': ['a deaf person who is unable to speak', 'a device used to soften the tone of a musical instrument'], 'Verb': ['deaden (a sound or noise'], 'Adjective': ['expressed without speech', 'unable to speak because of hereditary deafness']}"
416,evandrum,Evander,
417,materque,mother,"{'Noun': ['a woman who has given birth to a child (also used as a term of address to your mother', 'a stringy slimy substance consisting of yeast cells and bacteria; forms during fermentation and is added to cider or wine to produce vinegar', 'a term of address for an elderly woman', 'a term of address for a mother superior', 'a condition that is the inspiration for an activity or situation'], 'Verb': ['care for like a mother', 'make (offspring']}"
418,cingeo,cingeo,
419,repuldo,repulse,"{'Noun': ['an instance of driving away or warding off'], 'Verb': ['force or drive back', 'be repellent to; cause aversion in', 'cause to move back by force or influence']}"
420,convectare,convectare,
421,iustimuo,iustimuo,
422,crassum,coarse,"{'Adjective': ['of textures that are rough to the touch or substances consisting of relatively large particles', 'lacking refinement or cultivation or taste', 'of low or inferior quality or value']}"
423,recentus,fresh,"{'Adjective': ['recently made, produced, or harvested', '(of a cycle', 'imparting vitality and energy', 'original and of a kind not seen before', 'not canned or otherwise preserved', 'not containing or composed of salt water', 'having recently calved and therefore able to give milk', 'with restored energy', 'not soured or preserved', 'free from impurities', 'not yet used or soiled', 'improperly forward or bold'], 'Adverb': ['very recently']}"
424,nigresco,blacken,"{'Verb': ['make or become black', 'burn slightly and superficially so as to affect color']}"
425,alpheus,Shrimp,"{'Noun': ['disparaging terms for small people', 'any of various edible decapod crustaceans', 'small slender-bodied chiefly marine decapod crustaceans with a long tail and single pair of pincers; many species are edible'], 'Verb': ['fish for shrimp']}"
426,metamque,finamque,
427,percudro,HARD,"{'Adjective': ['not easy; requiring great physical or mental effort to accomplish or comprehend or endure', 'dispassionate', 'resisting weight or pressure', 'very strong or vigorous', 'characterized by effort to the point of exhaustion; especially physical effort', 'produced without vibration of the vocal cords', '(of light', '(of speech sounds', 'given to excessive indulgence of bodily appetites especially for intoxicating liquors', 'being distilled rather than fermented; having a high alcoholic content', 'unfortunate or hard to bear', 'dried out'], 'Adverb': ['with effort or force or vigor', 'with firmness', 'earnestly or intently', 'causing great damage or hardship', 'slowly and with difficulty', 'indulging excessively', 'into a solid condition', 'very near or close in space or time', 'with pain or distress or bitterness', 'to the full extent possible; all the way']}"
428,scintilla,spark,"{'Noun': ['a momentary flash of light', 'merriment expressed by a brightness or gleam or animation of countenance', 'electrical conduction through a gas in an applied electric field', 'a small but noticeable trace of some quality that might become stronger', 'Scottish writer of satirical novels (born in 1918', 'a small fragment of a burning substance thrown out by burning material or by friction'], 'Verb': ['put in motion or move to act', 'emit or produce sparks']}"
429,circumvenit,circumvent,"{'Verb': ['surround so as to force to give up', 'beat through cleverness and wit', 'avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues']}"
430,inremeabilis,irremediable,{'Adjective': ['impossible to remedy or correct or redress']}
431,strymonium,Strymon,{'Noun': ['large and widely distributed genus of hairstreak butterflies']}
432,adcendo,adcendo,
433,diva,diva,{'Noun': ['a distinguished female operatic singer; a female operatic star']}
434,interritus,fearless,"{'Adjective': ['oblivious of dangers or perils or calmly resolute in facing them', 'invulnerable to fear or intimidation']}"
435,exsangue,exsangue,
436,scindo,split,"{'Noun': ['extending the legs at right angles to the trunk (one in front and the other in back', 'a bottle containing half the usual amount', 'a promised or claimed share of loot or money', 'a lengthwise crack in wood', 'an opening made forcibly as by pulling apart', 'an old Croatian city on the Adriatic Sea', 'a dessert of sliced fruit and ice cream covered with whipped cream and cherries and nuts', '(tenpin bowling', ""an increase in the number of outstanding shares of a corporation without changing the shareholders' equity"", 'the act of rending or ripping or splitting something', 'division of a group into opposing factions'], 'Verb': ['separate into parts or portions', 'separate or cut with a tool, such as a sharp instrument', 'discontinue an association or relation; go different ways', ""go one's own way; move apart"", 'come open suddenly and violently, as if from internal pressure'], 'Adjective': ['having been divided; having the unity destroyed', '(especially of wood']}"
437,expostaque,expostaque,
438,placidas,peaceful,"{'Adjective': ['not disturbed by strife or turmoil or war', 'peacefully resistant in response to injustice']}"
439,ora,jaws,"{'Noun': ['the part of the skull of a vertebrate that frames the mouth and holds the teeth', 'the bones of the skull that frame the mouth and serve to open it; the bones that hold the teeth', 'holding device consisting of one or both of the opposing parts of a tool that close to hold an object'], 'Verb': ['talk socially without exchanging too much information', 'talk incessantly and tiresomely', 'chew (food', 'censure severely or angrily']}"
440,laeto,bewail,{'Verb': ['regret strongly']}
441,vincor,conquer,"{'Verb': ['bring under control by force or authority', 'take possession of by force, as after an invasion', 'overcome by conquest']}"
442,tenuis,fine,"{'Noun': ['money extracted as a penalty'], 'Verb': ['issue a ticket or a fine to as a penalty'], 'Adjective': ['being satisfactory or in satisfactory condition', 'minutely precise especially in differences in meaning', 'thin in thickness or diameter', 'characterized by elegance or refinement or accomplishment', 'of textures that are smooth to the touch or substances consisting of relatively small particles', 'free from impurities; having a high or specified degree of purity'], 'Adverb': ['an expression of agreement normally occurring at the beginning of a sentence', 'in a delicate manner']}"
443,ovili,ovili,
444,tutique,tutique,
445,socius,member,"{'Noun': ['one of the persons who compose a social group (especially individuals who have joined and participate in a group organization', 'anything that belongs to a set or class', 'an external body part that projects from the body', 'an organization that is a member of another organization (especially a state that belongs to a group of nations', ""the male sex organ (`member' is a euphemism""]}"
446,inglorius,ungrateful,"{'Adjective': ['not feeling or showing gratitude', 'disagreeable']}"
447,senecta,old,"{'Noun': [""past times (especially in the phrase `in days of old'""], 'Adjective': ['(used especially of persons', 'of long duration; not new', '(used for emphasis', 'skilled through long experience', 'belonging to some prior time', 'very good', 'of a very early stage in development', 'just preceding something else in time or order']}"
448,pellus,Pell,
449,verbena,verbena,{'Noun': ['any of numerous tropical or subtropical American plants of the genus Verbena grown for their showy spikes of variously colored flowers']}
450,ambagesque,ambagesque,
451,puter,puter,
452,palio,FAIL,"{'Verb': ['fail to do something; leave something undone', 'be unsuccessful', 'disappoint, prove undependable to; abandon, forsake', 'stop operating or functioning', 'be unable', 'judge unacceptable', 'fail to get a passing grade', 'fall short in what is expected', 'become bankrupt or insolvent; fail financially and close', 'prove insufficient', 'get worse']}"
453,igneus,fire,"{'Noun': ['the event of something burning (often destructive', 'the act of firing weapons or artillery at an enemy', 'the process of combustion of inflammable materials producing heat and light and (often', 'a fireplace in which a relatively small fire is burning', 'once thought to be one of four elements composing the universe (Empedocles', 'feelings of great warmth and intensity', 'fuel that is burning and is used as a means for cooking', 'a severe trial', 'intense adverse criticism'], 'Verb': ['start firing a weapon', 'cause to go off', 'bake in a kiln so as to harden', 'terminate the employment of; discharge from an office or position', 'go off or discharge', 'drive out or away by or as if by fire', 'call forth (emotions, feelings, and responses', 'destroy by fire', 'provide with fuel', 'generate an electrical impulse', 'become ignited', 'start or maintain a fire in']}"
454,animasque,souls,"{'Noun': ['the immaterial part of a person; the actuating cause of an individual life', 'a human being', 'deep feeling or emotion', 'the human embodiment of something', 'a secular form of gospel that was a major Black musical genre in the 1960s and 1970s']}"
455,vertunt,vertulum,
456,eructo,eruct,"{'Verb': ['eject or send out in large quantities, also metaphorical', 'expel gas from the stomach']}"
457,quadriiugo,quadriumiugo,
458,repostas,repost,
459,ces,ces,{'Noun': ['a ductile grey metallic element of the lanthanide series; used in lighter flints; the most abundant of the rare-earth group']}
460,corrumpo,spoil,"{'Noun': ['(usually plural', 'especially in war', 'the act of spoiling something by causing damage to it', 'the act of stripping and taking by force'], 'Verb': ['make a mess of, destroy or ruin', 'become unfit for consumption or use', 'alter from the original', 'treat with excessive indulgence', 'hinder or prevent (the efforts, plans, or desires', 'have a strong desire or urge to do something', 'destroy and strip of its possession', 'make imperfect']}"
